AIRPORT,Year,Month,DOMESTIC_IN,DOMESTIC_OUT,DOMESTIC_TOTAL,INTERNATIONAL_IN,INTERNATIONAL_OUT,INTERNATIONAL_TOTAL,PASSENGERS_IN,PASSENGERS_OUT,PASSENGERS_TOTAL
GOLD COAST,2002,2,60523,65176,125699,2875,2736,5611,63398,67912,131310
GOLD COAST,2002,3,70604,70324,140928,4248,3690,7938,74852,74014,148866
GOLD COAST,2002,4,66459,68343,134802,3681,3512,7193,70140,71855,141995
GOLD COAST,2002,5,61235,62536,123771,3808,3370,7178,65043,65906,130949
GOLD COAST,2002,6,71822,71342,143164,3773,3146,6919,75595,74488,150083
GOLD COAST,2002,7,90261,91009,181270,4771,4547,9318,95032,95556,190588
GOLD COAST,2002,8,84527,86575,171102,4422,4619,9041,88949,91194,180143
GOLD COAST,2002,9,91867,89528,181395,4888,5130,10018,96755,94658,191413
GOLD COAST,2002,10,95704,98753,194457,5058,5222,10280,100762,103975,204737
GOLD COAST,2002,11,77199,79050,156249,7588,7171,14759,84787,86221,171008
GOLD COAST,2002,12,91110,86626,177736,7984,9358,17342,99094,95984,195078
GOLD COAST,2003,1,95798,100198,195996,5116,5388,10504,100914,105586,206500
GOLD COAST,2003,2,75336,76214,151550,4336,4215,8551,79672,80429,160101
GOLD COAST,2003,3,81758,82944,164702,6050,5250,11300,87808,88194,176002
GOLD COAST,2003,4,81607,82352,163959,5969,5881,11850,87576,88233,175809
GOLD COAST,2003,5,74586,75359,149945,5646,5157,10803,80232,80516,160748
GOLD COAST,2003,6,77318,75893,153211,6428,5836,12264,83746,81729,165475
GOLD COAST,2003,7,86770,86623,173393,7563,6282,13845,94333,92905,187238
GOLD COAST,2003,8,78233,79078,157311,6372,6545,12917,84605,85623,170228
GOLD COAST,2003,9,92932,91194,184126,7102,6895,13997,100034,98089,198123
GOLD COAST,2003,10,101543,103650,205193,6142,6443,12585,107685,110093,217778
GOLD COAST,2003,11,100313,102391,202704,4488,5372,9860,104801,107763,212564
GOLD COAST,2003,12,109118,105317,214435,4795,5667,10462,113913,110984,224897
GOLD COAST,2004,1,117455,123164,240619,5066,4704,9770,122521,127868,250389
GOLD COAST,2004,2,91847,92046,183893,4569,4838,9407,96416,96884,193300
GOLD COAST,2004,3,97526,97617,195143,5519,5198,10717,103045,102815,205860
GOLD COAST,2004,4,95892,95152,191044,5665,5521,11186,101557,100673,202230
GOLD COAST,2004,5,100764,100700,201464,5667,5405,11072,106431,106105,212536
GOLD COAST,2004,6,108343,108954,217297,5870,5691,11561,114213,114645,228858
GOLD COAST,2004,7,120613,121374,241987,6390,5798,12188,127003,127172,254175
GOLD COAST,2004,8,118597,120184,238781,6273,6618,12891,124870,126802,251672
GOLD COAST,2004,9,120639,118801,239440,6353,6948,13301,126992,125749,252741
GOLD COAST,2004,10,126616,128888,255504,6392,6373,12765,133008,135261,268269
GOLD COAST,2004,11,114316,116280,230596,4389,5269,9658,118705,121549,240254
GOLD COAST,2004,12,122425,119627,242052,5401,6491,11892,127826,126118,253944
GOLD COAST,2005,1,142956,147919,290875,6037,5999,12036,148993,153918,302911
GOLD COAST,2005,2,117695,118550,236245,6263,6064,12327,123958,124614,248572
GOLD COAST,2005,3,133934,132698,266632,7424,8000,15424,141358,140698,282056
GOLD COAST,2005,4,131193,128432,259625,7717,7048,14765,138910,135480,274390
GOLD COAST,2005,5,121751,122623,244374,7901,7419,15320,129652,130042,259694
GOLD COAST,2005,6,119289,116927,236216,8528,8349,16877,127817,125276,253093
GOLD COAST,2005,7,143596,143481,287077,10997,10163,21160,154593,153644,308237
GOLD COAST,2005,8,133132,131014,264146,10430,10914,21344,143562,141928,285490
GOLD COAST,2005,9,143969,138770,282739,10735,10773,21508,154704,149543,304247
GOLD COAST,2005,10,150219,153029,303248,9899,11501,21400,160118,164530,324648
GOLD COAST,2005,11,134410,136466,270876,5985,6939,12924,140395,143405,283800
GOLD COAST,2005,12,148859,142032,290891,8875,9563,18438,157734,151595,309329
GOLD COAST,2006,1,158953,165184,324137,9751,9457,19208,168704,174641,343345
GOLD COAST,2006,2,122184,122877,245061,7273,8160,15433,129457,131037,260494
GOLD COAST,2006,3,133373,131014,264387,8435,8245,16680,141808,139259,281067
GOLD COAST,2006,4,134850,138157,273007,8022,7866,15888,142872,146023,288895
GOLD COAST,2006,5,120690,122955,243645,6573,6558,13131,127263,129513,256776
GOLD COAST,2006,6,129558,125754,255312,7122,6259,13381,136680,132013,268693
GOLD COAST,2006,7,151730,151528,303258,9502,8701,18203,161232,160229,321461
GOLD COAST,2006,8,142204,144126,286330,8496,8619,17115,150700,152745,303445
GOLD COAST,2006,9,152204,151995,304199,9361,9849,19210,161565,161844,323409
GOLD COAST,2006,10,162074,164517,326591,7412,8162,15574,169486,172679,342165
GOLD COAST,2006,11,147021,148381,295402,6352,6957,13309,153373,155338,308711
GOLD COAST,2006,12,150312,151717,302029,7837,8472,16309,158149,160189,318338
GOLD COAST,2007,1,166569,168854,335423,9915,9226,19141,176484,178080,354564
GOLD COAST,2007,2,139387,140736,280123,6084,6774,12858,145471,147510,292981
GOLD COAST,2007,3,154028,155149,309177,7704,6928,14632,161732,162077,323809
GOLD COAST,2007,4,146931,150343,297274,8079,7897,15976,155010,158240,313250
GOLD COAST,2007,5,138302,138719,277021,7312,6950,14262,145614,145669,291283
GOLD COAST,2007,6,135250,132959,268209,8579,7652,16231,143829,140611,284440
GOLD COAST,2007,7,153338,151693,305031,9202,9031,18233,162540,160724,323264
GOLD COAST,2007,8,154761,155047,309808,8932,8905,17837,163693,163952,327645
GOLD COAST,2007,9,164030,161410,325440,9567,9740,19307,173597,171150,344747
GOLD COAST,2007,10,173982,174415,348397,7915,8658,16573,181897,183073,364970
GOLD COAST,2007,11,164695,165832,330527,9607,9760,19367,174302,175592,349894
GOLD COAST,2007,12,176228,173168,349396,11860,14485,26345,188088,187653,375741
GOLD COAST,2008,1,187923,191933,379856,14999,13704,28703,202922,205637,408559
GOLD COAST,2008,2,172039,172211,344250,10812,10019,20831,182851,182230,365081
GOLD COAST,2008,3,189370,188743,378113,11725,10663,22388,201095,199406,400501
GOLD COAST,2008,4,161945,164870,326815,12113,10886,22999,174058,175756,349814
GOLD COAST,2008,5,170327,169308,339635,12431,11993,24424,182758,181301,364059
GOLD COAST,2008,6,163229,161766,324995,12092,11993,24085,175321,173759,349080
GOLD COAST,2008,7,184991,184190,369181,15357,14199,29556,200348,198389,398737
GOLD COAST,2008,8,172221,172941,345162,13320,13258,26578,185541,186199,371740
GOLD COAST,2008,9,172240,167446,339686,14060,13564,27624,186300,181010,367310
GOLD COAST,2008,10,175844,177533,353377,18505,16423,34928,194349,193956,388305
GOLD COAST,2008,11,167421,171418,338839,16681,16336,33017,184102,187754,371856
GOLD COAST,2008,12,173175,170268,343443,20801,23210,44011,193976,193478,387454
GOLD COAST,2009,1,195206,199577,394783,27096,24424,51520,222302,224001,446303
GOLD COAST,2009,2,154912,155895,310807,22327,20925,43252,177239,176820,354059
GOLD COAST,2009,3,176763,175727,352490,24079,23976,48055,200842,199703,400545
GOLD COAST,2009,4,176219,177224,353443,23212,22039,45251,199431,199263,398694
GOLD COAST,2009,5,165641,166003,331644,23809,25504,49313,189450,191507,380957
GOLD COAST,2009,6,156077,153760,309837,20573,21830,42403,176650,175590,352240
GOLD COAST,2009,7,182386,181734,364120,25121,23157,48278,207507,204891,412398
GOLD COAST,2009,8,179302,176975,356277,27415,29116,56531,206717,206091,412808
GOLD COAST,2009,9,188200,182860,371060,30521,31368,61889,218721,214228,432949
GOLD COAST,2009,10,193845,197470,391315,30399,31251,61650,224244,228721,452965
GOLD COAST,2009,11,178007,179600,357607,30037,32235,62272,208044,211835,419879
GOLD COAST,2009,12,179311,173742,353053,31049,34869,65918,210360,208611,418971
GOLD COAST,2010,1,194353,200699,395052,34977,33841,68818,229330,234540,463870
GOLD COAST,2010,2,181699,179840,361539,31244,31266,62510,212943,211106,424049
GOLD COAST,2010,3,198637,194526,393163,35150,36218,71368,233787,230744,464531
GOLD COAST,2010,4,193045,197697,390742,31212,29531,60743,224257,227228,451485
GOLD COAST,2010,5,181410,182011,363421,26191,28175,54366,207601,210186,417787
GOLD COAST,2010,6,181333,177531,358864,27027,28564,55591,208360,206095,414455
GOLD COAST,2010,7,208794,210106,418900,33974,29982,63956,242768,240088,482856
GOLD COAST,2010,8,193943,195166,389109,34085,37628,71713,228028,232794,460822
GOLD COAST,2010,9,211674,201192,412866,32551,35732,68283,244225,236924,481149
GOLD COAST,2010,10,207738,213135,420873,33635,33355,66990,241373,246490,487863
GOLD COAST,2010,11,200935,204002,404937,30669,35394,66063,231604,239396,471000
GOLD COAST,2010,12,214564,205921,420485,34186,42082,76268,248750,248003,496753
GOLD COAST,2011,1,232797,249492,482289,41804,37522,79326,274601,287014,561615
GOLD COAST,2011,2,168188,173197,341385,32924,31144,64068,201112,204341,405453
GOLD COAST,2011,3,185830,187395,373225,32255,30531,62786,218085,217926,436011
GOLD COAST,2011,4,192240,187386,379626,27558,26353,53911,219798,213739,433537
GOLD COAST,2011,5,170531,173866,344397,26231,27520,53751,196762,201386,398148
GOLD COAST,2011,6,164516,161764,326280,21118,23467,44585,185634,185231,370865
GOLD COAST,2011,7,197540,193552,391092,28041,25173,53214,225581,218725,444306
GOLD COAST,2011,8,180526,179493,360019,30677,31499,62176,211203,210992,422195
GOLD COAST,2011,9,194819,184970,379789,24972,28808,53780,219791,213778,433569
GOLD COAST,2011,10,201561,206303,407864,31390,28441,59831,232951,234744,467695
GOLD COAST,2011,11,192047,193521,385568,28281,30597,58878,220328,224118,444446
GOLD COAST,2011,12,211701,198065,409766,31054,38503,69557,242755,236568,479323
GOLD COAST,2012,1,218113,225797,443910,37778,34394,72172,255891,260191,516082
GOLD COAST,2012,2,176145,181526,357671,31505,29558,61063,207650,211084,418734
GOLD COAST,2012,3,198257,194928,393185,31081,32987,64068,229338,227915,457253
GOLD COAST,2012,4,193298,198991,392289,30159,28698,58857,223457,227689,451146
GOLD COAST,2012,5,169383,168416,337799,24579,24653,49232,193962,193069,387031
GOLD COAST,2012,6,173581,169033,342614,29426,32750,62176,203007,201783,404790
GOLD COAST,2012,7,203728,206186,409914,40614,34658,75272,244342,240844,485186
GOLD COAST,2012,8,193980,195043,389023,36010,37046,73056,229990,232089,462079
GOLD COAST,2012,9,227752,215788,443540,33105,38179,71284,260857,253967,514824
GOLD COAST,2012,10,226551,236294,462845,39394,36229,75623,265945,272523,538468
GOLD COAST,2012,11,213335,215989,429324,35806,36323,72129,249141,252312,501453
GOLD COAST,2012,12,230683,222088,452771,39944,49548,89492,270627,271636,542263
GOLD COAST,2013,1,227975,237676,465651,46240,41993,88233,274215,279669,553884
GOLD COAST,2013,2,176245,181560,357805,37372,33017,70389,213617,214577,428194
GOLD COAST,2013,3,201349,198297,399646,37409,39839,77248,238758,238136,476894
GOLD COAST,2013,4,202809,210613,413422,34455,31352,65807,237264,241965,479229
GOLD COAST,2013,5,170309,172736,343045,30224,30757,60981,200533,203493,404026
GOLD COAST,2013,6,178104,177383,355487,29774,33248,63022,207878,210631,418509
GOLD COAST,2013,7,211763,213706,425469,38532,32125,70657,250295,245831,496126
GOLD COAST,2013,8,197325,199710,397035,35168,36545,71713,232493,236255,468748
GOLD COAST,2013,9,220798,208414,429212,32323,36023,68346,253121,244437,497558
GOLD COAST,2013,10,229553,237503,467056,38248,34129,72377,267801,271632,539433
GOLD COAST,2013,11,197351,201785,399136,33713,34421,68134,231064,236206,467270
GOLD COAST,2013,12,229436,219869,449305,39707,48291,87998,269143,268160,537303
GOLD COAST,2014,1,233478,248687,482165,49373,43639,93012,282851,292326,575177
GOLD COAST,2014,2,175850,180341,356191,38138,35156,73294,213988,215497,429485
GOLD COAST,2014,3,196731,198767,395498,37933,37464,75397,234664,236231,470895
GOLD COAST,2014,4,199982,201778,401760,35779,32787,68566,235761,234565,470326
GOLD COAST,2014,5,176988,177180,354168,31216,29173,60389,208204,206353,414557
GOLD COAST,2014,6,176731,174501,351232,31391,34036,65427,208122,208537,416659
GOLD COAST,2014,7,213989,214951,428940,41936,35206,77142,255925,250157,506082
GOLD COAST,2014,8,199892,203361,403253,35563,37014,72577,235455,240375,475830
GOLD COAST,2014,9,219163,209110,428273,33293,35862,69155,252456,244972,497428
GOLD COAST,2014,10,235350,240190,475540,38397,34072,72469,273747,274262,548009
GOLD COAST,2014,11,205695,206609,412304,33719,35565,69284,239414,242174,481588
GOLD COAST,2014,12,233645,224884,458529,38278,45981,84259,271923,270865,542788
GOLD COAST,2015,1,228760,247455,476215,47430,40477,87907,276190,287932,564122
GOLD COAST,2015,2,176481,180128,356609,35098,32950,68048,211579,213078,424657
GOLD COAST,2015,3,201680,198263,399943,37413,35449,72862,239093,233712,472805
GOLD COAST,2015,4,204814,211335,416149,37202,34068,71270,242016,245403,487419
GOLD COAST,2015,5,182778,184034,366812,34086,31677,65763,216864,215711,432575
GOLD COAST,2015,6,186821,179078,365899,32051,36170,68221,218872,215248,434120
GOLD COAST,2015,7,223508,227796,451304,49303,40515,89818,272811,268311,541122
GOLD COAST,2015,8,205291,207141,412432,37253,37977,75230,242544,245118,487662
GOLD COAST,2015,9,233558,221191,454749,40579,42342,82921,274137,263533,537670
GOLD COAST,2015,10,236242,241794,478036,45123,40934,86057,281365,282728,564093
GOLD COAST,2015,11,212679,218157,430836,38050,40108,78158,250729,258265,508994
GOLD COAST,2015,12,242367,230040,472407,45218,51494,96712,287585,281534,569119
GOLD COAST,2016,1,247220,268967,516187,52344,43905,96249,299564,312872,612436
GOLD COAST,2016,2,197007,202951,399958,42775,36302,79077,239782,239253,479035
GOLD COAST,2016,3,219004,218426,437430,46336,44337,90673,265340,262763,528103
GOLD COAST,2016,4,213036,219439,432475,45883,39557,85440,258919,258996,517915
GOLD COAST,2016,5,190164,193810,383974,40725,37346,78071,230889,231156,462045
GOLD COAST,2016,6,195060,186355,381415,40144,43653,83797,235204,230008,465212
GOLD COAST,2016,7,232007,236570,468577,59466,47514,106980,291473,284084,575557
GOLD COAST,2016,8,210580,215272,425852,47794,48410,96204,258374,263682,522056
GOLD COAST,2016,9,236038,225191,461229,48322,48558,96880,284360,273749,558109
GOLD COAST,2016,10,241097,246926,488023,48289,44655,92944,289386,291581,580967
GOLD COAST,2016,11,217585,221922,439507,41995,42664,84659,259580,264586,524166
GOLD COAST,2016,12,246168,236962,483130,48627,53957,102584,294795,290919,585714
GOLD COAST,2017,1,249932,269342,519274,57691,46200,103891,307623,315542,623165
GOLD COAST,2017,2,190703,196827,387530,42614,36458,79072,233317,233285,466602
GOLD COAST,2017,3,215154,212372,427526,44795,42345,87140,259949,254717,514666
GOLD COAST,2017,4,230176,233720,463896,48791,45433,94224,278967,279153,558120
GOLD COAST,2017,5,197532,199078,396610,40980,37658,78638,238512,236736,475248
GOLD COAST,2017,6,198253,192782,391035,39900,41871,81771,238153,234653,472806
GOLD COAST,2017,7,240788,238372,479160,53245,42828,96073,294033,281200,575233
GOLD COAST,2017,8,210013,214791,424804,45310,44960,90270,255323,259751,515074
GOLD COAST,2017,9,236713,223207,459920,43479,44284,87763,280192,267491,547683
GOLD COAST,2017,10,240741,252165,492906,49333,44902,94235,290074,297067,587141
GOLD COAST,2017,11,226173,228215,454388,41391,43142,84533,267564,271357,538921
GOLD COAST,2017,12,256458,245478,501936,48111,54377,102488,304569,299855,604424
GOLD COAST,2018,1,262917,283349,546266,55665,47400,103065,318582,330749,649331
GOLD COAST,2018,2,198220,201132,399352,41025,37190,78215,239245,238322,477567
GOLD COAST,2018,3,229124,222321,451445,44258,44035,88293,273382,266356,539738
GOLD COAST,2018,4,234754,242712,477466,48166,42169,90335,282920,284881,567801
GOLD COAST,2018,5,195129,197669,392798,38091,36695,74786,233220,234364,467584
GOLD COAST,2018,6,198752,191807,390559,39070,41285,80355,237822,233092,470914
GOLD COAST,2018,7,238435,239301,477736,50439,43182,93621,288874,282483,571357
GOLD COAST,2018,8,222751,224919,447670,43070,42826,85896,265821,267745,533566
GOLD COAST,2018,9,232596,223958,456554,38337,40845,79182,270933,264803,535736
GOLD COAST,2018,10,239357,247668,487025,44146,42429,86575,283503,290097,573600
GOLD COAST,2018,11,223284,223640,446924,35905,37921,73826,259189,261561,520750
GOLD COAST,2018,12,249216,238173,487389,41245,49804,91049,290461,287977,578438
GOLD COAST,2019,1,262601,279573,542174,50028,45595,95623,312629,325168,637797
GOLD COAST,2019,2,190989,197259,388248,37158,33065,70223,228147,230324,458471
GOLD COAST,2019,3,213949,211594,425543,37533,36254,73787,251482,247848,499330
GOLD COAST,2019,4,238715,240862,479577,41791,39330,81121,280506,280192,560698
GOLD COAST,2019,5,202593,203317,405910,33718,31341,65059,236311,234658,470969
GOLD COAST,2019,6,203236,198016,401252,34422,37429,71851,237658,235445,473103
GOLD COAST,2019,7,247576,248958,496534,46702,39113,85815,294278,288071,582349
GOLD COAST,2019,8,222730,225565,448295,38835,39005,77840,261565,264570,526135
GOLD COAST,2019,9,241442,230758,472200,36132,37885,74017,277574,268643,546217
GOLD COAST,2019,10,255381,265431,520812,40033,37218,77251,295414,302649,598063
GOLD COAST,2019,11,225477,231244,456721,34509,35596,70105,259986,266840,526826
GOLD COAST,2019,12,261555,244787,506342,45674,52629,98303,307229,297416,604645
GOLD COAST,2020,1,262457,276137,538594,52235,47115,99350,314692,323252,637944
GOLD COAST,2020,2,185735,189523,375258,36789,32871,69660,222524,222394,444918
GOLD COAST,2020,3,127307,137163,264470,20412,18038,38450,147719,155201,302920
GOLD COAST,2020,4,596,922,1518,0,0,0,596,922,1518
GOLD COAST,2020,5,1025,1272,2297,0,0,0,1025,1272,2297
GOLD COAST,2020,6,2252,2837,5089,0,0,0,2252,2837,5089
GOLD COAST,2020,7,21997,19649,41646,0,0,0,21997,19649,41646
GOLD COAST,2020,8,4075,5636,9711,0,0,0,4075,5636,9711
GOLD COAST,2020,9,10057,10035,20092,0,284,284,10057,10319,20376
GOLD COAST,2020,10,16042,15400,31442,0,0,0,16042,15400,31442
GOLD COAST,2020,11,17802,18453,36255,0,0,0,17802,18453,36255
GOLD COAST,2020,12,101843,86257,188100,0,0,0,101843,86257,188100
GOLD COAST,2021,1,86476,106520,192996,0,0,0,86476,106520,192996
GOLD COAST,2021,2,78519,81407,159926,0,0,0,78519,81407,159926
GOLD COAST,2021,3,142324,138815,281139,0,0,0,142324,138815,281139
GOLD COAST,2021,4,197500,199954,397454,1797,2603,4400,199297,202557,401854
GOLD COAST,2021,5,186483,185124,371607,7460,6807,14267,193943,191931,385874
GOLD COAST,2021,6,119201,117418,236619,8198,7736,15934,127399,125154,252553
GOLD COAST,2021,7,43177,52264,95441,4205,5438,9643,47382,57702,105084
GOLD COAST,2021,8,5901,6584,12485,0,0,0,5901,6584,12485
GOLD COAST,2021,9,12427,12573,25000,0,0,0,12427,12573,25000
GOLD COAST,2021,10,12556,13379,25935,0,0,0,12556,13379,25935
GOLD COAST,2021,11,17318,18011,35329,0,0,0,17318,18011,35329
GOLD COAST,2021,12,119880,85001,204881,0,0,0,119880,85001,204881
GOLD COAST,2022,1,182877,202648,385525,0,0,0,182877,202648,385525
GOLD COAST,2022,2,151862,151166,303028,301,124,425,152163,151290,303453
GOLD COAST,2022,3,196849,199365,396214,2983,3031,6014,199832,202396,402228
GOLD COAST,2022,4,270544,269351,539895,8060,7695,15755,278604,277046,555650
GOLD COAST,2022,5,217755,220808,438563,9571,8649,18220,227326,229457,456783
GOLD COAST,2022,6,231105,221148,452253,15210,16385,31595,246315,237533,483848
GOLD COAST,2022,7,243878,245747,489625,26229,22633,48862,270107,268380,538487
GOLD COAST,2022,8,216793,218129,434922,25503,25076,50579,242296,243205,485501
MELBOURNE,2000,1,513364,486321,999685,138776,126770,265546,652140,613091,1265231
MELBOURNE,2000,2,491067,489398,980465,126905,106335,233240,617972,595733,1213705
MELBOURNE,2000,3,549175,553164,1102339,117411,127177,244588,666586,680341,1346927
MELBOURNE,2000,4,514001,513710,1027711,121332,131042,252374,635333,644752,1280085
MELBOURNE,2000,5,501060,504770,1005830,98769,119675,218444,599829,624445,1224274
MELBOURNE,2000,6,509828,525527,1035355,102972,124957,227929,612800,650484,1263284
MELBOURNE,2000,7,522892,504171,1027063,137987,118308,256295,660879,622479,1283358
MELBOURNE,2000,8,543623,545181,1088804,117696,121887,239583,661319,667068,1328387
MELBOURNE,2000,9,587775,611198,1198973,126498,126054,252552,714273,737252,1451525
MELBOURNE,2000,10,607466,572647,1180113,145846,121279,267125,753312,693926,1447238
MELBOURNE,2000,11,574704,573375,1148079,137152,136928,274080,711856,710303,1422159
MELBOURNE,2000,12,561085,578245,1139330,147547,164326,311873,708632,742571,1451203
MELBOURNE,2001,1,617640,592833,1210473,169109,152493,321602,786749,745326,1532075
MELBOURNE,2001,2,517762,511939,1029701,145578,118058,263636,663340,629997,1293337
MELBOURNE,2001,3,592581,600184,1192765,135343,146093,281436,727924,746277,1474201
MELBOURNE,2001,4,598913,600820,1199733,137170,145603,282773,736083,746423,1482506
MELBOURNE,2001,5,560544,558883,1119427,109605,131744,241349,670149,690627,1360776
MELBOURNE,2001,6,538821,555298,1094119,120697,139429,260126,659518,694727,1354245
MELBOURNE,2001,7,599694,594442,1194136,160488,135724,296212,760182,730166,1490348
MELBOURNE,2001,8,578353,576311,1154664,125942,135805,261747,704295,712116,1416411
MELBOURNE,2001,9,494873,496323,991196,137268,134285,271553,632141,630608,1262749
MELBOURNE,2001,10,500996,483214,984210,149864,117967,267831,650860,601181,1252041
MELBOURNE,2001,11,521118,513200,1034318,128589,127943,256532,649707,641143,1290850
MELBOURNE,2001,12,522691,538416,1061107,148224,162551,310775,670915,700967,1371882
MELBOURNE,2002,1,580831,551074,1131905,168339,154245,322584,749170,705319,1454489
MELBOURNE,2002,2,519722,507977,1027699,149598,124476,274074,669320,632453,1301773
MELBOURNE,2002,3,543351,562766,1106117,152356,156881,309237,695707,719647,1415354
MELBOURNE,2002,4,513909,500317,1014226,123765,129504,253269,637674,629821,1267495
MELBOURNE,2002,5,505588,501610,1007198,107018,125821,232839,612606,627431,1240037
MELBOURNE,2002,6,470175,486993,957168,113347,133486,246833,583522,620479,1204001
MELBOURNE,2002,7,541290,528862,1070152,154111,130785,284896,695401,659647,1355048
MELBOURNE,2002,8,535017,533705,1068722,128752,128883,257635,663769,662588,1326357
MELBOURNE,2002,9,548333,560591,1108924,136250,134719,270969,684583,695310,1379893
MELBOURNE,2002,10,595996,579916,1175912,158574,122869,281443,754570,702785,1457355
MELBOURNE,2002,11,547188,550935,1098123,138174,132791,270965,685362,683726,1369088
MELBOURNE,2002,12,548669,568334,1117003,147524,161483,309007,696193,729817,1426010
MELBOURNE,2003,1,578067,556128,1134195,166711,148063,314774,744778,704191,1448969
MELBOURNE,2003,2,520670,520133,1040803,147228,114253,261481,667898,634386,1302284
MELBOURNE,2003,3,578354,581268,1159622,133746,129527,263273,712100,710795,1422895
MELBOURNE,2003,4,549415,549432,1098847,107381,109427,216808,656796,658859,1315655
MELBOURNE,2003,5,551368,548871,1100239,89779,100828,190607,641147,649699,1290846
MELBOURNE,2003,6,528728,544608,1073336,98707,115855,214562,627435,660463,1287898
MELBOURNE,2003,7,592750,577728,1170478,139891,122158,262049,732641,699886,1432527
MELBOURNE,2003,8,588592,587153,1175745,123460,130276,253736,712052,717429,1429481
MELBOURNE,2003,9,609163,617490,1226653,138353,137802,276155,747516,755292,1502808
MELBOURNE,2003,10,652939,634182,1287121,162441,132267,294708,815380,766449,1581829
MELBOURNE,2003,11,635661,638947,1274608,150928,155924,306852,786589,794871,1581460
MELBOURNE,2003,12,628511,651331,1279842,162028,182501,344529,790539,833832,1624371
MELBOURNE,2004,1,656860,627798,1284658,189024,168144,357168,845884,795942,1641826
MELBOURNE,2004,2,597254,601902,1199156,168702,132445,301147,765956,734347,1500303
MELBOURNE,2004,3,660843,667740,1328583,154264,159916,314180,815107,827656,1642763
MELBOURNE,2004,4,635311,632452,1267763,154450,159451,313901,789761,791903,1581664
MELBOURNE,2004,5,633193,633363,1266556,128728,148120,276848,761921,781483,1543404
MELBOURNE,2004,6,623448,644929,1268377,136158,163641,299799,759606,808570,1568176
MELBOURNE,2004,7,685661,669275,1354936,194163,152010,346173,879824,821285,1701109
MELBOURNE,2004,8,678002,680488,1358490,148644,156785,305429,826646,837273,1663919
MELBOURNE,2004,9,690578,694845,1385423,166366,162238,328604,856944,857083,1714027
MELBOURNE,2004,10,709516,704727,1414243,194432,152197,346629,903948,856924,1760872
MELBOURNE,2004,11,678563,678876,1357439,172338,175154,347492,850901,854030,1704931
MELBOURNE,2004,12,654922,672404,1327326,185771,213294,399065,840693,885698,1726391
MELBOURNE,2005,1,667736,649337,1317073,224188,189259,413447,891924,838596,1730520
MELBOURNE,2005,2,617742,627651,1245393,189638,153315,342953,807380,780966,1588346
MELBOURNE,2005,3,702608,713175,1415783,179860,180907,360767,882468,894082,1776550
MELBOURNE,2005,4,681920,681424,1363344,165011,166036,331047,846931,847460,1694391
MELBOURNE,2005,5,649439,654348,1303787,137456,161326,298782,786895,815674,1602569
MELBOURNE,2005,6,631380,655685,1287065,147415,176352,323767,778795,832037,1610832
MELBOURNE,2005,7,711087,698285,1409372,207364,164140,371504,918451,862425,1780876
MELBOURNE,2005,8,695534,699834,1395368,162467,166456,328923,858001,866290,1724291
MELBOURNE,2005,9,726488,735874,1462362,177772,169975,347747,904260,905849,1810109
MELBOURNE,2005,10,734132,731126,1465258,202890,158173,361063,937022,889299,1826321
MELBOURNE,2005,11,714523,715258,1429781,170855,178943,349798,885378,894201,1779579
MELBOURNE,2005,12,693104,717437,1410541,185308,209529,394837,878412,926966,1805378
MELBOURNE,2006,1,718468,695866,1414334,221854,188571,410425,940322,884437,1824759
MELBOURNE,2006,2,633682,638290,1271972,190788,153505,344293,824470,791795,1616265
MELBOURNE,2006,3,715770,712938,1428708,183635,176863,360498,899405,889801,1789206
MELBOURNE,2006,4,684662,689231,1373893,161967,174747,336714,846629,863978,1710607
MELBOURNE,2006,5,680308,686839,1367147,139726,163023,302749,820034,849862,1669896
MELBOURNE,2006,6,671134,687726,1358860,157179,187538,344717,828313,875264,1703577
MELBOURNE,2006,7,733713,727486,1461199,196492,157279,353771,930205,884765,1814970
MELBOURNE,2006,8,732886,733370,1466256,163060,165438,328498,895946,898808,1794754
MELBOURNE,2006,9,760866,745023,1505889,187117,180311,367428,947983,925334,1873317
MELBOURNE,2006,10,781955,785887,1567842,198949,160761,359710,980904,946648,1927552
MELBOURNE,2006,11,772161,769076,1541237,180335,182668,363003,952496,951744,1904240
MELBOURNE,2006,12,752975,766266,1519241,200204,219280,419484,953179,985546,1938725
MELBOURNE,2007,1,762461,744091,1506552,227278,202772,430050,989739,946863,1936602
MELBOURNE,2007,2,676206,675627,1351833,196447,161820,358267,872653,837447,1710100
MELBOURNE,2007,3,767156,775140,1542296,196256,193785,390041,963412,968925,1932337
MELBOURNE,2007,4,736138,732239,1468377,178238,183063,361301,914376,915302,1829678
MELBOURNE,2007,5,707706,709545,1417251,156746,175322,332068,864452,884867,1749319
MELBOURNE,2007,6,689210,700137,1389347,168100,187830,355930,857310,887967,1745277
MELBOURNE,2007,7,770581,768036,1538617,204486,180555,385041,975067,948591,1923658
MELBOURNE,2007,8,773747,769472,1543219,182874,182956,365830,956621,952428,1909049
MELBOURNE,2007,9,758147,770366,1528513,187800,191970,379770,945947,962336,1908283
MELBOURNE,2007,10,828393,814414,1642807,217864,173005,390869,1046257,987419,2033676
MELBOURNE,2007,11,814988,810240,1625228,194774,195578,390352,1009762,1005818,2015580
MELBOURNE,2007,12,805261,826024,1631285,197752,227813,425565,1003013,1053837,2056850
